"Subject","Predicate","Object"
"UserSession: 808_Youtube_Computer","usesDevice","Computer (Android)"
"UserSession: 808_Youtube_Computer","connectsVia","Mobile Data"
"UserSession: 808_Youtube_Computer","performsActivity","At Home"
"UserID: 809","hasGender","Male"
"UserID: 809","livesIn","Barzil"
"UserID: 809","hasProfession","Artist"
"UserID: 809","hasDemographics","Rural"
"UserID: 809","watched","VideoID: 4103 (Life Hacks)"
"VideoID: 4103 (Life Hacks)","watchReason","Procrastination"
"UserID: 809","watchedSession","UserSession: 809_Tiktok_Computer"
"UserSession: 809_Tiktok_Computer","usesPlatform","Tiktok"
"UserSession: 809_Tiktok_Computer","usesDevice","Computer (Ios)"
"UserSession: 809_Tiktok_Computer","connectsVia","Mobile Data"
"UserSession: 809_Tiktok_Computer","performsActivity","At Work"
"UserID: 810","hasGender","Male"
"UserID: 810","livesIn","Barzil"
"UserID: 810","hasProfession","Labor/Worker"
"UserID: 810","hasDemographics","Urban"
"UserID: 810","watched","VideoID: 3543 (Gaming)"
"VideoID: 3543 (Gaming)","watchReason","Boredom"
"UserID: 810","watchedSession","UserSession: 810_Instagram_Smartphone"
"UserSession: 810_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 810_Instagram_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 810_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 810_Instagram_Smartphone","performsActivity","At School"
"UserID: 811","hasGender","Male"
"UserID: 811","livesIn","Vietnam"
"UserID: 811","hasProfession","Manager"
"UserID: 811","hasDemographics","Rural"
"UserID: 811","watched","VideoID: 2776 (Pranks)"
"VideoID: 2776 (Pranks)","watchReason","Entertainment"
"UserID: 811","watchedSession","UserSession: 811_Youtube_Tablet"
"UserSession: 811_Youtube_Tablet","usesPlatform","Youtube"
"UserSession: 811_Youtube_Tablet","usesDevice","Tablet (Ios)"
"UserSession: 811_Youtube_Tablet","connectsVia","Mobile Data"
"UserSession: 811_Youtube_Tablet","performsActivity","At Work"
"UserID: 812","hasGender","Male"
"UserID: 812","livesIn","Germany"
"UserID: 812","hasProfession","Waiting Staff"
"UserID: 812","hasDemographics","Rural"
"UserID: 812","watched","VideoID: 7679 (Pranks)"
"VideoID: 7679 (Pranks)","watchReason","Boredom"
"UserID: 812","watchedSession","UserSession: 812_Youtube_Smartphone"
"UserSession: 812_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 812_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 812_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 812_Youtube_Smartphone","performsActivity","At Work"
"UserID: 813","hasGender","Male"
"UserID: 813","livesIn","Indonesia"
"UserID: 813","hasProfession","Labor/Worker"
"UserID: 813","hasDemographics","Rural"
"UserID: 813","watched","VideoID: 6213 (Gaming)"
"VideoID: 6213 (Gaming)","watchReason","Entertainment"
"UserID: 813","watchedSession","UserSession: 813_Facebook_Smartphone"
"UserSession: 813_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 813_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 813_Facebook_Smartphone","connectsVia","Wi-Fi"
"UserSession: 813_Facebook_Smartphone","performsActivity","At School"
"UserID: 814","hasGender","Other"
"UserID: 814","livesIn","Indonesia"
"UserID: 814","hasProfession","Driver"
"UserID: 814","hasDemographics","Rural"
"UserID: 814","watched","VideoID: 4638 (Gaming)"
"VideoID: 4638 (Gaming)","watchReason","Boredom"
"UserID: 814","watchedSession","UserSession: 814_Youtube_Computer"
"UserSession: 814_Youtube_Computer","usesPlatform","Youtube"
"UserSession: 814_Youtube_Computer","usesDevice","Computer (Android)"
"UserSession: 814_Youtube_Computer","connectsVia","Wi-Fi"
"UserSession: 814_Youtube_Computer","performsActivity","At Work"
"UserID: 815","hasGender","Female"
"UserID: 815","livesIn","Germany"
"UserID: 815","hasProfession","Waiting Staff"
"UserID: 815","hasDemographics","Urban"
"UserID: 815","watched","VideoID: 6035 (Jokes/Memes)"
"VideoID: 6035 (Jokes/Memes)","watchReason","Habit"
"UserID: 815","watchedSession","UserSession: 815_Tiktok_Smartphone"
"UserSession: 815_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 815_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 815_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 815_Tiktok_Smartphone","performsActivity","At Home"
"UserID: 816","hasGender","Female"
"UserID: 816","livesIn","Japan"
"UserID: 816","hasProfession","Labor/Worker"
"UserID: 816","hasDemographics","Rural"
"UserID: 816","watched","VideoID: 8458 (Jokes/Memes)"
"VideoID: 8458 (Jokes/Memes)","watchReason","Habit"
"UserID: 816","watchedSession","UserSession: 816_Facebook_Smartphone"
"UserSession: 816_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 816_Facebook_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 816_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 816_Facebook_Smartphone","performsActivity","At Work"
"UserID: 817","hasGender","Male"
"UserID: 817","livesIn","Indonesia"
"UserID: 817","hasProfession","Artist"
"UserID: 817","hasDemographics","Urban"
"UserID: 817","watched","VideoID: 6477 (Vlogs)"
"VideoID: 6477 (Vlogs)","watchReason","Boredom"
"UserID: 817","watchedSession","UserSession: 817_Instagram_Smartphone"
"UserSession: 817_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 817_Instagram_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 817_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 817_Instagram_Smartphone","performsActivity","At School"
"UserID: 818","hasGender","Male"
"UserID: 818","livesIn","Vietnam"
"UserID: 818","hasProfession","Labor/Worker"
"UserID: 818","hasDemographics","Urban"
"UserID: 818","watched","VideoID: 3149 (Jokes/Memes)"
"VideoID: 3149 (Jokes/Memes)","watchReason","Entertainment"
"UserID: 818","watchedSession","UserSession: 818_Tiktok_Smartphone"
"UserSession: 818_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 818_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 818_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 818_Tiktok_Smartphone","performsActivity","At School"
"UserID: 819","hasGender","Female"
"UserID: 819","livesIn","Philippines"
"UserID: 819","hasProfession","Labor/Worker"
"UserID: 819","hasDemographics","Urban"
"UserID: 819","watched","VideoID: 3360 (Life Hacks)"
"VideoID: 3360 (Life Hacks)","watchReason","Habit"
"UserID: 819","watchedSession","UserSession: 819_Instagram_Smartphone"
"UserSession: 819_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 819_Instagram_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 819_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 819_Instagram_Smartphone","performsActivity","At Home"
"UserID: 820","hasGender","Male"
"UserID: 820","livesIn","Philippines"
"UserID: 820","hasProfession","Waiting Staff"
"UserID: 820","hasDemographics","Rural"
"UserID: 820","watched","VideoID: 1005 (Jokes/Memes)"
"VideoID: 1005 (Jokes/Memes)","watchReason","Procrastination"
"UserID: 820","watchedSession","UserSession: 820_Instagram_Smartphone"
"UserSession: 820_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 820_Instagram_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 820_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 820_Instagram_Smartphone","performsActivity","At Home"
"UserID: 821","hasGender","Female"
"UserID: 821","livesIn","India"
"UserID: 821","hasProfession","Driver"
"UserID: 821","hasDemographics","Rural"
"UserID: 821","watched","VideoID: 4718 (Trends)"
"VideoID: 4718 (Trends)","watchReason","Boredom"
"UserID: 821","watchedSession","UserSession: 821_Instagram_Tablet"
"UserSession: 821_Instagram_Tablet","usesPlatform","Instagram"
"UserSession: 821_Instagram_Tablet","usesDevice","Tablet (Android)"
"UserSession: 821_Instagram_Tablet","connectsVia","Wi-Fi"
"UserSession: 821_Instagram_Tablet","performsActivity","Commuting"
"UserID: 822","hasGender","Female"
"UserID: 822","livesIn","India"
"UserID: 822","hasProfession","Teacher"
"UserID: 822","hasDemographics","Rural"
"UserID: 822","watched","VideoID: 3272 (Jokes/Memes)"
"VideoID: 3272 (Jokes/Memes)","watchReason","Boredom"
"UserID: 822","watchedSession","UserSession: 822_Youtube_Smartphone"
"UserSession: 822_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 822_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 822_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 822_Youtube_Smartphone","performsActivity","Commuting"
"UserID: 823","hasGender","Male"
"UserID: 823","livesIn","Philippines"
"UserID: 823","hasProfession","Labor/Worker"
"UserID: 823","hasDemographics","Rural"
"UserID: 823","watched","VideoID: 210 (Gaming)"
"VideoID: 210 (Gaming)","watchReason","Entertainment"
"UserID: 823","watchedSession","UserSession: 823_Tiktok_Smartphone"
"UserSession: 823_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 823_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 823_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 823_Tiktok_Smartphone","performsActivity","At Work"
"UserID: 824","hasGender","Female"
"UserID: 824","livesIn","United States"
"UserID: 824","hasProfession","Waiting Staff"
"UserID: 824","hasDemographics","Urban"
"UserID: 824","watched","VideoID: 9080 (Gaming)"
"VideoID: 9080 (Gaming)","watchReason","Habit"
"UserID: 824","watchedSession","UserSession: 824_Tiktok_Tablet"
"UserSession: 824_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 824_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 824_Tiktok_Tablet","connectsVia","Mobile Data"
"UserSession: 824_Tiktok_Tablet","performsActivity","At School"
"UserID: 825","hasGender","Other"
"UserID: 825","livesIn","United States"
"UserID: 825","hasProfession","Students"
"UserID: 825","hasDemographics","Urban"
"UserID: 825","watched","VideoID: 5540 (Comedy)"
"VideoID: 5540 (Comedy)","watchReason","Habit"
"UserID: 825","watchedSession","UserSession: 825_Youtube_Smartphone"
"UserSession: 825_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 825_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 825_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 825_Youtube_Smartphone","performsActivity","At School"
"UserID: 826","hasGender","Male"
"UserID: 826","livesIn","Germany"
"UserID: 826","hasProfession","Students"
"UserID: 826","hasDemographics","Rural"
"UserID: 826","watched","VideoID: 154 (Vlogs)"
"VideoID: 154 (Vlogs)","watchReason","Boredom"
"UserID: 826","watchedSession","UserSession: 826_Facebook_Smartphone"
"UserSession: 826_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 826_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 826_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 826_Facebook_Smartphone","performsActivity","Commuting"
"UserID: 827","hasGender","Other"
"UserID: 827","livesIn","India"
"UserID: 827","hasProfession","Waiting Staff"
"UserID: 827","hasDemographics","Urban"
"UserID: 827","watched","VideoID: 3594 (Asmr)"
"VideoID: 3594 (Asmr)","watchReason","Habit"
"UserID: 827","watchedSession","UserSession: 827_Instagram_Tablet"
"UserSession: 827_Instagram_Tablet","usesPlatform","Instagram"
"UserSession: 827_Instagram_Tablet","usesDevice","Tablet (Android)"
"UserSession: 827_Instagram_Tablet","connectsVia","Mobile Data"
"UserSession: 827_Instagram_Tablet","performsActivity","At Home"
"UserID: 828","hasGender","Other"
"UserID: 828","livesIn","India"
"UserID: 828","hasProfession","Engineer"
"UserID: 828","hasDemographics","Urban"
"UserID: 828","watched","VideoID: 8607 (Pranks)"
"VideoID: 8607 (Pranks)","watchReason","Boredom"
"UserID: 828","watchedSession","UserSession: 828_Tiktok_Smartphone"
"UserSession: 828_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 828_Tiktok_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 828_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 828_Tiktok_Smartphone","performsActivity","At School"
"UserID: 829","hasGender","Male"
"UserID: 829","livesIn","Barzil"
"UserID: 829","hasProfession","Labor/Worker"
"UserID: 829","hasDemographics","Rural"
"UserID: 829","watched","VideoID: 1285 (Pranks)"
"VideoID: 1285 (Pranks)","watchReason","Boredom"
"UserID: 829","watchedSession","UserSession: 829_Youtube_Smartphone"
"UserSession: 829_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 829_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 829_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 829_Youtube_Smartphone","performsActivity","At School"
"UserID: 830","hasGender","Other"
"UserID: 830","livesIn","Mexico"
"UserID: 830","hasProfession","Labor/Worker"
"UserID: 830","hasDemographics","Urban"
"UserID: 830","watched","VideoID: 3149 (Vlogs)"
"VideoID: 3149 (Vlogs)","watchReason","Habit"
"UserID: 830","watchedSession","UserSession: 830_Instagram_Smartphone"
"UserSession: 830_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 830_Instagram_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 830_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 830_Instagram_Smartphone","performsActivity","At School"
"UserID: 831","hasGender","Female"
"UserID: 831","livesIn","Vietnam"
"UserID: 831","hasProfession","Waiting Staff"
"UserID: 831","hasDemographics","Rural"
"UserID: 831","watched","VideoID: 769 (Jokes/Memes)"
"VideoID: 769 (Jokes/Memes)","watchReason","Procrastination"
"UserID: 831","watchedSession","UserSession: 831_Facebook_Smartphone"
"UserSession: 831_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 831_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 831_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 831_Facebook_Smartphone","performsActivity","At Home"
"UserID: 832","hasGender","Female"
"UserID: 832","livesIn","Philippines"
"UserID: 832","hasProfession","Students"
"UserID: 832","hasDemographics","Urban"
"UserID: 832","watched","VideoID: 9175 (Vlogs)"
"VideoID: 9175 (Vlogs)","watchReason","Habit"
"UserID: 832","watchedSession","UserSession: 832_Facebook_Smartphone"
"UserSession: 832_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 832_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 832_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 832_Facebook_Smartphone","performsActivity","Commuting"
"UserID: 833","hasGender","Female"
"UserID: 833","livesIn","Indonesia"
"UserID: 833","hasProfession","Students"
"UserID: 833","hasDemographics","Rural"
"UserID: 833","watched","VideoID: 5608 (Entertainment)"
"VideoID: 5608 (Entertainment)","watchReason","Habit"
"UserID: 833","watchedSession","UserSession: 833_Instagram_Smartphone"
"UserSession: 833_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 833_Instagram_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 833_Instagram_Smartphone","connectsVia","Mobile Data"
"UserSession: 833_Instagram_Smartphone","performsActivity","At School"
"UserID: 834","hasGender","Male"
"UserID: 834","livesIn","Germany"
"UserID: 834","hasProfession","Driver"
"UserID: 834","hasDemographics","Rural"
"UserID: 834","watched","VideoID: 3203 (Jokes/Memes)"
"VideoID: 3203 (Jokes/Memes)","watchReason","Boredom"
"UserID: 834","watchedSession","UserSession: 834_Facebook_Tablet"
"UserSession: 834_Facebook_Tablet","usesPlatform","Facebook"
"UserSession: 834_Facebook_Tablet","usesDevice","Tablet (Android)"
"UserSession: 834_Facebook_Tablet","connectsVia","Wi-Fi"
"UserSession: 834_Facebook_Tablet","performsActivity","At School"
"UserID: 835","hasGender","Other"
"UserID: 835","livesIn","United States"
"UserID: 835","hasProfession","Labor/Worker"
"UserID: 835","hasDemographics","Rural"
"UserID: 835","watched","VideoID: 2788 (Trends)"
"VideoID: 2788 (Trends)","watchReason","Entertainment"
"UserID: 835","watchedSession","UserSession: 835_Tiktok_Tablet"
"UserSession: 835_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 835_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 835_Tiktok_Tablet","connectsVia","Wi-Fi"
"UserSession: 835_Tiktok_Tablet","performsActivity","Commuting"
"UserID: 836","hasGender","Male"
"UserID: 836","livesIn","Philippines"
"UserID: 836","hasProfession","Engineer"
"UserID: 836","hasDemographics","Rural"
"UserID: 836","watched","VideoID: 2211 (Entertainment)"
"VideoID: 2211 (Entertainment)","watchReason","Habit"
"UserID: 836","watchedSession","UserSession: 836_Tiktok_Smartphone"
"UserSession: 836_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 836_Tiktok_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 836_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 836_Tiktok_Smartphone","performsActivity","At Home"
"UserID: 837","hasGender","Female"
"UserID: 837","livesIn","India"
"UserID: 837","hasProfession","Waiting Staff"
"UserID: 837","hasDemographics","Rural"
"UserID: 837","watched","VideoID: 9231 (Gaming)"
"VideoID: 9231 (Gaming)","watchReason","Boredom"
"UserID: 837","watchedSession","UserSession: 837_Tiktok_Tablet"
"UserSession: 837_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 837_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 837_Tiktok_Tablet","connectsVia","Mobile Data"
"UserSession: 837_Tiktok_Tablet","performsActivity","At Home"
"UserID: 838","hasGender","Other"
"UserID: 838","livesIn","Mexico"
"UserID: 838","hasProfession","Students"
"UserID: 838","hasDemographics","Rural"
"UserID: 838","watched","VideoID: 7400 (Jokes/Memes)"
"VideoID: 7400 (Jokes/Memes)","watchReason","Habit"
"UserID: 838","watchedSession","UserSession: 838_Facebook_Computer"
"UserSession: 838_Facebook_Computer","usesPlatform","Facebook"
"UserSession: 838_Facebook_Computer","usesDevice","Computer (Ios)"
"UserSession: 838_Facebook_Computer","connectsVia","Mobile Data"
"UserSession: 838_Facebook_Computer","performsActivity","At Work"
"UserID: 839","hasGender","Other"
"UserID: 839","livesIn","India"
"UserID: 839","hasProfession","Students"
"UserID: 839","hasDemographics","Rural"
"UserID: 839","watched","VideoID: 6339 (Life Hacks)"
"VideoID: 6339 (Life Hacks)","watchReason","Habit"
"UserID: 839","watchedSession","UserSession: 839_Tiktok_Tablet"
"UserSession: 839_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 839_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 839_Tiktok_Tablet","connectsVia","Mobile Data"
"UserSession: 839_Tiktok_Tablet","performsActivity","At School"
"UserID: 840","hasGender","Male"
"UserID: 840","livesIn","Indonesia"
"UserID: 840","hasProfession","Teacher"
"UserID: 840","hasDemographics","Rural"
"UserID: 840","watched","VideoID: 8734 (Pranks)"
"VideoID: 8734 (Pranks)","watchReason","Habit"
"UserID: 840","watchedSession","UserSession: 840_Youtube_Tablet"
"UserSession: 840_Youtube_Tablet","usesPlatform","Youtube"
"UserSession: 840_Youtube_Tablet","usesDevice","Tablet (Ios)"
"UserSession: 840_Youtube_Tablet","connectsVia","Mobile Data"
"UserSession: 840_Youtube_Tablet","performsActivity","At Home"
"UserID: 841","hasGender","Male"
"UserID: 841","livesIn","India"
"UserID: 841","hasProfession","Manager"
"UserID: 841","hasDemographics","Urban"
"UserID: 841","watched","VideoID: 359 (Jokes/Memes)"
"VideoID: 359 (Jokes/Memes)","watchReason","Boredom"
"UserID: 841","watchedSession","UserSession: 841_Tiktok_Tablet"
"UserSession: 841_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 841_Tiktok_Tablet","usesDevice","Tablet (Ios)"
"UserSession: 841_Tiktok_Tablet","connectsVia","Wi-Fi"
"UserSession: 841_Tiktok_Tablet","performsActivity","Commuting"
"UserID: 842","hasGender","Female"
"UserID: 842","livesIn","Barzil"
"UserID: 842","hasProfession","Students"
"UserID: 842","hasDemographics","Rural"
"UserID: 842","watched","VideoID: 850 (Jokes/Memes)"
"VideoID: 850 (Jokes/Memes)","watchReason","Entertainment"
"UserID: 842","watchedSession","UserSession: 842_Tiktok_Smartphone"
"UserSession: 842_Tiktok_Smartphone","usesPlatform","Tiktok"
"UserSession: 842_Tiktok_Smartphone","usesDevice","Smartphone (Windows)"
"UserSession: 842_Tiktok_Smartphone","connectsVia","Mobile Data"
"UserSession: 842_Tiktok_Smartphone","performsActivity","At Home"
"UserID: 843","hasGender","Male"
"UserID: 843","livesIn","Philippines"
"UserID: 843","hasProfession","Waiting Staff"
"UserID: 843","hasDemographics","Rural"
"UserID: 843","watched","VideoID: 7499 (Trends)"
"VideoID: 7499 (Trends)","watchReason","Entertainment"
"UserID: 843","watchedSession","UserSession: 843_Facebook_Tablet"
"UserSession: 843_Facebook_Tablet","usesPlatform","Facebook"
"UserSession: 843_Facebook_Tablet","usesDevice","Tablet (Windows)"
"UserSession: 843_Facebook_Tablet","connectsVia","Mobile Data"
"UserSession: 843_Facebook_Tablet","performsActivity","At School"
"UserID: 844","hasGender","Male"
"UserID: 844","livesIn","Barzil"
"UserID: 844","hasProfession","Students"
"UserID: 844","hasDemographics","Rural"
"UserID: 844","watched","VideoID: 4523 (Life Hacks)"
"VideoID: 4523 (Life Hacks)","watchReason","Habit"
"UserID: 844","watchedSession","UserSession: 844_Tiktok_Tablet"
"UserSession: 844_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 844_Tiktok_Tablet","usesDevice","Tablet (Windows)"
"UserSession: 844_Tiktok_Tablet","connectsVia","Mobile Data"
"UserSession: 844_Tiktok_Tablet","performsActivity","At Home"
"UserID: 845","hasGender","Male"
"UserID: 845","livesIn","Vietnam"
"UserID: 845","hasProfession","Engineer"
"UserID: 845","hasDemographics","Urban"
"UserID: 845","watched","VideoID: 2545 (Pranks)"
"VideoID: 2545 (Pranks)","watchReason","Habit"
"UserID: 845","watchedSession","UserSession: 845_Instagram_Tablet"
"UserSession: 845_Instagram_Tablet","usesPlatform","Instagram"
"UserSession: 845_Instagram_Tablet","usesDevice","Tablet (Android)"
"UserSession: 845_Instagram_Tablet","connectsVia","Wi-Fi"
"UserSession: 845_Instagram_Tablet","performsActivity","At School"
"UserID: 846","hasGender","Male"
"UserID: 846","livesIn","Japan"
"UserID: 846","hasProfession","Students"
"UserID: 846","hasDemographics","Rural"
"UserID: 846","watched","VideoID: 1832 (Jokes/Memes)"
"VideoID: 1832 (Jokes/Memes)","watchReason","Entertainment"
"UserID: 846","watchedSession","UserSession: 846_Youtube_Smartphone"
"UserSession: 846_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 846_Youtube_Smartphone","usesDevice","Smartphone (Macos)"
"UserSession: 846_Youtube_Smartphone","connectsVia","Wi-Fi"
"UserSession: 846_Youtube_Smartphone","performsActivity","At Work"
"UserID: 847","hasGender","Female"
"UserID: 847","livesIn","United States"
"UserID: 847","hasProfession","Waiting Staff"
"UserID: 847","hasDemographics","Rural"
"UserID: 847","watched","VideoID: 1473 (Entertainment)"
"VideoID: 1473 (Entertainment)","watchReason","Entertainment"
"UserID: 847","watchedSession","UserSession: 847_Facebook_Smartphone"
"UserSession: 847_Facebook_Smartphone","usesPlatform","Facebook"
"UserSession: 847_Facebook_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 847_Facebook_Smartphone","connectsVia","Mobile Data"
"UserSession: 847_Facebook_Smartphone","performsActivity","At Home"
"UserID: 848","hasGender","Other"
"UserID: 848","livesIn","Mexico"
"UserID: 848","hasProfession","Waiting Staff"
"UserID: 848","hasDemographics","Urban"
"UserID: 848","watched","VideoID: 9629 (Jokes/Memes)"
"VideoID: 9629 (Jokes/Memes)","watchReason","Entertainment"
"UserID: 848","watchedSession","UserSession: 848_Youtube_Smartphone"
"UserSession: 848_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 848_Youtube_Smartphone","usesDevice","Smartphone (Android)"
"UserSession: 848_Youtube_Smartphone","connectsVia","Wi-Fi"
"UserSession: 848_Youtube_Smartphone","performsActivity","At School"
"UserID: 849","hasGender","Female"
"UserID: 849","livesIn","Pakistan"
"UserID: 849","hasProfession","Artist"
"UserID: 849","hasDemographics","Rural"
"UserID: 849","watched","VideoID: 330 (Trends)"
"VideoID: 330 (Trends)","watchReason","Entertainment"
"UserID: 849","watchedSession","UserSession: 849_Instagram_Computer"
"UserSession: 849_Instagram_Computer","usesPlatform","Instagram"
"UserSession: 849_Instagram_Computer","usesDevice","Computer (Android)"
"UserSession: 849_Instagram_Computer","connectsVia","Mobile Data"
"UserSession: 849_Instagram_Computer","performsActivity","At School"
"UserID: 850","hasGender","Other"
"UserID: 850","livesIn","Pakistan"
"UserID: 850","hasProfession","Labor/Worker"
"UserID: 850","hasDemographics","Urban"
"UserID: 850","watched","VideoID: 5852 (Pranks)"
"VideoID: 5852 (Pranks)","watchReason","Habit"
"UserID: 850","watchedSession","UserSession: 850_Facebook_Computer"
"UserSession: 850_Facebook_Computer","usesPlatform","Facebook"
"UserSession: 850_Facebook_Computer","usesDevice","Computer (Macos)"
"UserSession: 850_Facebook_Computer","connectsVia","Mobile Data"
"UserSession: 850_Facebook_Computer","performsActivity","At Work"
"UserID: 851","hasGender","Other"
"UserID: 851","livesIn","Mexico"
"UserID: 851","hasProfession","Waiting Staff"
"UserID: 851","hasDemographics","Urban"
"UserID: 851","watched","VideoID: 7033 (Gaming)"
"VideoID: 7033 (Gaming)","watchReason","Procrastination"
"UserID: 851","watchedSession","UserSession: 851_Facebook_Tablet"
"UserSession: 851_Facebook_Tablet","usesPlatform","Facebook"
"UserSession: 851_Facebook_Tablet","usesDevice","Tablet (Ios)"
"UserSession: 851_Facebook_Tablet","connectsVia","Mobile Data"
"UserSession: 851_Facebook_Tablet","performsActivity","Commuting"
"UserID: 852","hasGender","Male"
"UserID: 852","livesIn","India"
"UserID: 852","hasProfession","Labor/Worker"
"UserID: 852","hasDemographics","Rural"
"UserID: 852","watched","VideoID: 5267 (Gaming)"
"VideoID: 5267 (Gaming)","watchReason","Boredom"
"UserID: 852","watchedSession","UserSession: 852_Tiktok_Tablet"
"UserSession: 852_Tiktok_Tablet","usesPlatform","Tiktok"
"UserSession: 852_Tiktok_Tablet","usesDevice","Tablet (Android)"
"UserSession: 852_Tiktok_Tablet","connectsVia","Mobile Data"
"UserSession: 852_Tiktok_Tablet","performsActivity","At Home"
"UserID: 853","hasGender","Male"
"UserID: 853","livesIn","Vietnam"
"UserID: 853","hasProfession","Students"
"UserID: 853","hasDemographics","Rural"
"UserID: 853","watched","VideoID: 4355 (Life Hacks)"
"VideoID: 4355 (Life Hacks)","watchReason","Habit"
"UserID: 853","watchedSession","UserSession: 853_Youtube_Smartphone"
"UserSession: 853_Youtube_Smartphone","usesPlatform","Youtube"
"UserSession: 853_Youtube_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 853_Youtube_Smartphone","connectsVia","Mobile Data"
"UserSession: 853_Youtube_Smartphone","performsActivity","At Work"
"UserID: 854","hasGender","Male"
"UserID: 854","livesIn","United States"
"UserID: 854","hasProfession","Labor/Worker"
"UserID: 854","hasDemographics","Rural"
"UserID: 854","watched","VideoID: 6436 (Gaming)"
"VideoID: 6436 (Gaming)","watchReason","Habit"
"UserID: 854","watchedSession","UserSession: 854_Instagram_Smartphone"
"UserSession: 854_Instagram_Smartphone","usesPlatform","Instagram"
"UserSession: 854_Instagram_Smartphone","usesDevice","Smartphone (Ios)"
"UserSession: 854_Instagram_Smartphone","connectsVia","Mobile Data"
